Branch
% PTDF From ,% PTDF To ,From Number,To Number
0.00,-0.00,60725,60354
-0.00,0.00,60354,60732
-0.03,0.03,60354,60753
0.01,-0.01,60354,60767
0.00,-0.00,60354,60773
0.00,-0.00,60354,60810
-0.00,0.00,60354,60844
-0.01,0.01,60725,60370
-0.03,0.03,60370,60753
0.00,-0.00,60370,60773
0.00,-0.00,60370,60810
-0.00,0.00,60370,60844
0.03,-0.03,60385,60387
-0.01,0.01,60385,60482
0.00,-0.00,60385,60773
0.00,-0.00,60385,60810
-0.01,0.01,60385,60859
-0.06,0.06,60387,60673
-0.09,0.09,60675,60387
0.12,-0.12,60863,60387
-0.11,0.11,60439,60498
-0.02,0.02,60439,60510
0.49,-0.50,60439,60639
-0.21,0.22,60439,60649
-0.06,0.06,60439,60714
-0.03,0.03,60439,60767
-0.02,0.02,60439,60810
-0.02,0.02,60439,60831
-0.01,0.01,60439,60837
0.13,-0.13,60482,60556
0.00,-0.00,60482,60641
0.00,-0.00,60482,60784
0.01,-0.01,60482,60825
-0.01,0.01,60482,60886
-0.08,0.08,60482,70107
-0.01,0.01,60489,60635
0.00,-0.00,60489,60658
-0.03,0.03,60489,60666
0.00,-0.00,60489,60775
-0.00,0.00,60489,60776
0.09,-0.09,60489,60796
-0.03,0.03,60853,60489
0.09,-0.09,60877,60489
-0.01,0.01,60489,60877
-0.28,0.28,60498,60510
-0.00,0.00,60498,60510
0.94,-0.96,60498,60639
-0.00,0.00,60498,60767
-0.01,0.01,60498,60810
-0.76,0.76,60498,60842
-0.26,0.26,60510,60714
-0.02,0.02,60510,60714
0.00,-0.00,60510,60767
-0.00,0.00,60510,60810
-0.01,0.01,60510,60831
0.06,-0.06,60553,60556
-0.02,0.02,60553,60886
-0.03,0.04,60553,70107
0.08,-0.08,60556,60710
0.11,-0.11,60556,60749
-0.00,0.00,60627,60626
-0.00,0.00,60626,60709
0.01,-0.01,60627,60630
0.00,-0.00,60627,60632
-0.00,0.00,60627,60654
-0.00,0.00,60627,60710
0.00,-0.00,60627,60875
0.01,-0.01,60630,60632
-0.01,0.01,60632,60631
-0.01,0.01,60631,60653
0.01,-0.01,60632,60821
-0.00,0.00,60632,60875
0.57,-0.57,60635,60634
0.26,-0.27,60634,60657
0.76,-0.76,60634,60785
0.45,-0.45,60876,60634
-0.62,0.62,60635,60639
0.01,-0.01,60635,60658
0.01,-0.01,60635,60775
0.00,-0.00,60635,60776
0.02,-0.02,60635,60853
-0.53,0.53,60877,60639
0.17,-0.17,60641,60640
-0.00,0.00,60640,60646
-0.01,0.01,60640,60653
0.05,-0.05,60709,60640
-0.24,0.24,60830,60640
-0.00,0.00,60641,60647
0.00,-0.00,60641,60654
-0.08,0.08,60641,60783
-0.09,0.09,60641,70128
-0.15,0.15,60649,60648
0.00,-0.00,60648,60651
-0.15,0.15,60648,60652
0.09,-0.09,60666,60649
-0.00,0.00,60649,60719
-0.00,0.00,60649,60778
-0.00,0.00,60649,60822
0.02,-0.02,60649,60853
-0.37,0.37,60652,60669
-0.02,0.02,60652,60679
0.25,-0.25,60652,60766
0.02,-0.02,60654,60653
-0.00,0.00,60653,60656
-0.02,0.02,60654,60710
-0.00,0.00,60654,60710
0.00,-0.00,60654,60875
-0.26,0.26,60657,60658
0.00,0.00,60657,60662
-0.00,0.00,60657,60663
0.00,-0.00,60657,60664
0.53,-0.53,60657,60785
-0.26,0.26,60658,60703
-0.00,0.00,60658,60775
0.03,-0.03,60658,60786
-0.02,0.02,60658,60853
-0.00,0.00,60658,60853
-0.00,0.00,60658,60877
-0.11,0.11,60666,60665
0.00,-0.00,60665,60668
-0.11,0.11,60665,60669
0.00,-0.00,60719,60666
-0.00,0.00,60666,60719
-0.00,0.00,60666,60778
0.00,-0.00,60781,60666
-0.00,0.00,60666,60822
-0.48,0.48,60669,60843
0.01,-0.01,60671,60670
0.36,-0.36,60670,60724
-0.03,0.03,60670,60830
0.33,-0.33,60858,60670
-0.02,0.02,60671,60673
0.02,-0.02,60671,60844
-0.08,0.08,60673,60863
0.04,-0.04,60675,60674
0.04,-0.04,60675,60674
0.04,-0.04,60675,60674
-0.00,0.00,60674,60677
0.00,-0.00,60674,60678
0.84,-0.83,60682,60674
1.79,-1.80,60674,60738
-0.83,0.83,60674,60858
-0.00,0.00,60675,60773
-0.04,0.04,60675,60825
-0.01,0.01,60675,60850
-0.00,0.00,60675,60851
0.02,-0.02,60680,60679
-0.03,0.03,60680,60714
0.00,-0.00,60680,60822
0.61,-0.61,60683,60682
0.00,0.00,60682,60686
0.00,0.00,60682,60688
0.00,0.00,60682,60690
0.39,-0.39,60682,60858
0.62,-0.62,60884,60682
-0.11,0.11,60684,60683
0.00,0.00,60683,60692
-0.72,0.72,60683,60693
0.02,-0.02,60684,60825
0.00,-0.00,60684,60859
0.35,-0.35,60684,60863
-0.08,0.08,60684,70107
-0.72,0.73,60693,60885
-0.04,0.04,60695,60694
-0.04,0.04,60694,60802
0.00,-0.00,60695,60803
0.00,-0.00,60696,60697
-0.00,0.00,60696,60758
0.00,-0.00,60697,60701
0.00,-0.00,60697,60702
0.00,-0.00,60697,60703
0.00,-0.00,60697,60703
-0.01,0.01,60697,60758
-0.26,0.26,60703,60758
-0.02,0.02,60705,60704
0.00,-0.00,60704,60707
-0.00,0.00,60704,60708
2.04,-2.07,60738,60704
-0.42,0.42,60827,60704
-1.63,1.63,60867,60704
0.25,-0.25,60705,60868
0.01,-0.01,60705,60868
0.06,-0.06,60710,60709
-0.00,0.00,60709,60712
-0.19,0.19,60714,60713
0.00,-0.00,60713,60716
-0.00,0.00,60713,60717
-0.19,0.19,60713,60718
0.03,-0.03,60714,60767
-0.01,0.01,60714,60810
-0.19,0.19,60714,60831
0.00,-0.00,60714,60837
-0.01,0.01,60714,60844
0.07,-0.07,60724,60718
-0.12,0.12,60718,60748
0.00,-0.00,60719,60721
0.00,-0.00,60771,60719
0.00,-0.00,60719,60778
0.02,-0.02,60722,60739
-0.04,0.04,60722,60784
0.05,-0.05,60722,60825
0.00,-0.00,60722,60851
-0.00,0.00,60722,60856
-0.00,0.00,60722,60857
-0.03,0.04,60722,70107
-0.05,0.05,60725,60724
-0.05,0.05,60725,60724
-0.05,0.05,60725,60724
0.00,-0.00,60724,60727
0.00,-0.00,60724,60728
0.46,-0.45,60752,60724
-0.60,0.60,60843,60724
0.00,0.00,60725,60729
0.00,-0.00,60725,60730
0.00,-0.00,60725,60773
0.01,-0.01,60725,60810
-0.18,0.18,60842,60725
-0.00,0.00,60725,60844
-0.00,0.00,60725,60859
-0.00,0.00,60732,60731
-0.00,0.00,60731,60733
-0.00,0.00,60732,60749
0.00,-0.00,60732,60810
0.00,-0.00,60732,60831
0.00,-0.00,60749,60733
0.46,-0.46,60735,60734
-1.54,1.54,60734,60804
-0.02,0.02,60735,60765
-0.20,0.20,60735,60805
0.24,-0.24,60739,60738
0.00,-0.00,60738,60744
-0.00,-0.00,60738,60746
-0.00,0.00,60738,60747
-0.03,0.03,60739,60825
0.12,-0.12,60749,60748
0.00,0.00,60748,60751
-0.01,0.01,60749,60821
-0.08,0.08,60753,60752
-0.02,0.02,60752,60830
-0.51,0.52,60752,60884
0.00,-0.00,60753,60810
0.02,-0.02,60753,60831
-0.00,0.00,60753,60844
-0.13,0.13,60758,60757
-0.13,0.13,60758,60757
0.00,-0.00,60757,60760
-0.13,0.13,60757,60761
-0.13,0.13,60757,60761
-0.26,0.26,60761,60766
0.05,-0.05,60765,60805
0.03,-0.03,60765,60811
-0.03,0.04,60765,60848
-0.01,0.01,60766,60767
0.01,-0.01,60767,60771
0.00,-0.00,60767,60772
-0.00,0.00,60767,60810
-0.01,0.01,60767,60831
0.01,-0.01,60771,60781
0.01,-0.01,60773,60810
-0.01,0.01,60773,60825
0.02,-0.02,60773,60837
-0.00,0.00,60773,60844
-0.01,0.01,60851,60773
-0.01,0.01,60851,60773
0.00,-0.00,60773,60851
-0.00,0.00,60773,60859
0.00,-0.00,60775,60786
0.00,-0.00,60775,60853
0.00,-0.00,60776,60853
-0.00,0.00,60778,60780
-0.00,0.00,60778,60781
0.00,0.00,60778,60782
-0.02,0.02,60784,60783
0.14,-0.14,60786,60785
-0.00,0.00,60785,60788
-0.00,0.00,60785,60789
-0.00,0.00,60785,60791
0.00,-0.00,60785,60792
0.00,-0.00,60785,60794
0.00,-0.00,60785,60795
1.43,-1.42,60785,60801
-0.09,0.09,60786,60796
-0.01,0.00,60786,60853
-0.01,0.01,60786,60877
0.00,-0.00,60798,60828
0.19,-0.19,60802,60801
-0.54,0.54,60801,60827
-0.06,0.06,60803,60802
-0.03,0.03,60805,60804
0.00,-0.00,60804,60807
-1.57,1.58,60804,60847
-0.00,0.00,60805,60809
-0.02,0.02,60805,60811
-0.00,0.00,60810,60831
0.03,-0.03,60810,60837
-0.00,0.00,60810,60844
-0.00,0.00,60810,60851
-0.01,0.01,60810,60859
0.00,-0.00,60816,60820
0.00,-0.00,60816,60821
-0.00,0.00,60816,60875
0.00,-0.00,60825,60837
0.01,-0.01,60825,60851
-0.03,0.03,60825,70107
0.12,-0.12,60828,60827
0.03,-0.03,60828,60848
-0.20,0.20,60831,60830
0.00,-0.00,60830,60833
0.00,-0.00,60830,60834
-0.00,0.00,60830,60835
-0.00,0.00,60831,60844
-0.12,0.12,60837,60836
-0.00,0.00,60836,60840
-0.00,0.00,60836,60841
-0.12,0.12,60836,60843
0.17,-0.17,60837,60842
-0.00,0.00,60837,60851
-0.00,0.00,60844,60859
-0.05,0.05,60848,60847
-1.63,1.64,60847,60867
-0.06,0.06,60848,60868
0.00,-0.00,60851,60850
0.00,-0.00,60851,60850
0.00,-0.00,60851,60850
0.17,-0.17,60853,60852
-0.17,0.17,60876,60852
0.15,-0.15,60877,60853
0.04,-0.04,60859,60858
-0.00,0.00,60858,60861
-0.73,0.74,60858,60884
-0.07,0.07,60859,60863
0.00,-0.00,60859,60864
0.01,-0.01,60868,60867
0.00,-0.00,60867,60872
0.00,-0.00,60867,60873
-0.00,0.00,60867,60874
0.28,-0.28,60877,60876
0.00,-0.00,60876,60882
0.00,-0.00,60876,60883
-1.88,1.88,60884,60885
0.00,0.00,60884,60891
-0.00,0.00,60884,60892
-0.00,0.00,60884,60893
0.00,-0.00,60884,60894
-0.00,0.00,60884,60895
0.00,-0.00,60884,60896
-0.14,0.14,60886,60885
-0.13,0.13,60886,60885
-0.13,0.13,60886,60885
-1.11,1.14,60885,70116
0.70,-0.70,70135,60885
-1.20,1.25,60885,70170
-0.19,0.19,60886,70107
0.13,-0.13,70136,60886
0.00,0.00,70095,70098
0.23,-0.23,70095,70101
-0.00,0.00,70095,70102
0.02,-0.02,70095,70104
-0.10,0.10,70095,70110
0.02,-0.02,70095,70111
-0.07,0.08,70095,70117
0.00,-0.00,70095,70160
0.02,-0.02,70095,70161
-0.11,0.11,70095,70167
0.00,-0.00,70095,70180
-1.43,1.47,70116,70101
1.71,-1.64,70117,70101
2.22,-2.13,70132,70101
0.85,-0.84,70101,70161
-1.62,1.67,70170,70101
0.01,-0.01,70104,70111
-0.00,0.00,70104,70160
0.01,-0.01,70104,70161
-0.00,0.00,70104,70180
-0.01,0.01,70105,70110
-0.01,0.01,70105,70117
-0.02,0.02,70105,70132
0.04,-0.04,70105,70167
-0.00,0.00,70105,70176
-0.06,0.06,70107,70112
-0.02,0.02,70107,70128
0.16,-0.16,70107,70136
-0.10,0.13,70107,70167
-0.48,0.50,70107,70170
-0.02,0.02,70107,70177
-0.02,0.02,70110,70117
-0.19,0.19,70110,70132
0.10,-0.10,70110,70167
0.00,-0.00,70110,70176
-0.01,0.01,70111,70161
0.00,0.00,70111,70164
0.00,0.00,70111,70165
-0.04,0.04,70182,70111
0.00,0.00,70112,70114
0.00,-0.00,70112,70115
-0.14,0.14,70112,70116
0.01,-0.01,70112,70128
0.07,-0.07,70112,70177
1.00,-0.97,70116,70135
0.86,-0.84,70161,70116
-0.00,0.00,70117,70121
-0.26,0.26,70132,70117
0.02,-0.02,70117,70167
-2.08,2.21,70117,77262
0.00,0.00,70122,70125
0.00,0.00,70122,70126
0.00,0.00,70122,70127
0.03,-0.03,70122,70147
-0.60,0.58,70157,70122
-0.20,0.20,70122,74284
-0.13,0.13,70122,74318
-0.01,0.01,70128,70146
-0.05,0.05,70128,70177
-0.04,0.05,70128,70182
0.00,0.00,70131,70147
0.00,-0.00,70132,70134
0.22,-0.22,70132,70167
-2.39,2.57,70132,77262
0.27,-0.27,70135,70136
0.00,-0.00,70135,70141
-0.00,0.00,70135,70142
0.00,-0.00,70135,70144
-0.01,0.01,70146,70177
-0.07,0.07,70147,70151
0.00,-0.00,70147,70188
0.00,-0.00,70147,70189
-0.00,-0.00,70151,70153
-0.00,0.00,70151,70154
-0.00,-0.00,70151,70155
-0.00,-0.00,70151,70156
-0.08,0.08,70151,70157
-0.08,0.08,70151,70157
0.00,-0.00,70151,70158
0.00,-0.00,70161,70166
0.14,-0.13,70167,70170
-0.00,0.00,70167,70176
0.00,0.00,70170,70172
0.00,0.00,70170,70173
0.00,0.00,70170,70174
-0.00,0.00,74046,74048
-4.16,4.16,74083,74046
-0.08,0.08,74046,74228
0.03,-0.03,74046,74307
3.85,-3.83,74330,74046
0.00,-0.00,74072,74074
-4.54,4.54,74083,74072
-0.04,0.04,74072,74228
0.09,-0.09,74072,74307
-4.32,4.35,74072,74330
3.58,-3.58,74218,74083
-12.46,12.44,74223,74083
-0.07,0.07,74083,74228
0.01,-0.01,74083,74307
-0.26,0.26,74130,74199
-0.07,0.07,74130,74226
5.53,-5.55,74257,74130
-1.56,1.55,74130,74270
7.41,-7.45,74130,74325
-0.41,0.41,74167,74308
0.26,-0.26,74167,74317
0.16,-0.16,74167,74318
-0.00,0.00,74192,74197
0.01,-0.01,74192,74198
0.01,-0.01,74198,74308
-0.00,0.00,74199,74201
-0.12,0.12,74199,74226
-0.01,0.01,74199,74259
-0.09,0.09,74199,74270
-0.01,0.01,74199,74289
0.00,0.00,74199,74292
-0.04,0.04,74199,74334
-0.30,0.30,74204,74223
0.28,-0.28,74204,74296
0.02,-0.02,74204,74298
-0.03,0.03,74205,74223
0.03,-0.03,74205,74296
-0.00,0.00,74207,74211
-0.00,0.00,74207,74212
0.16,-0.16,74207,74240
0.19,-0.19,74207,77253
0.23,-0.23,74213,74214
-0.23,0.23,74213,74217
0.00,-0.00,74214,74240
0.21,-0.21,74214,74250
-0.00,0.00,74214,74272
0.11,-0.11,74214,77253
0.05,-0.05,74214,77272
0.11,-0.11,74217,74272
0.00,-0.00,74218,74220
-0.00,0.00,74218,74221
-0.00,0.00,74218,74222
-0.06,0.06,74218,74228
0.10,-0.10,74218,74307
-0.07,0.07,74218,74326
-6.59,6.56,74295,74223
0.46,-0.47,74223,74296
0.05,-0.05,74225,74268
0.02,-0.02,74225,74271
0.00,-0.00,74225,74280
-0.16,0.16,74225,74303
0.24,-0.24,74225,74308
-0.15,0.15,74225,77051
0.00,-0.00,74226,74230
0.00,-0.00,74226,74231
-0.04,0.04,74226,74257
0.01,-0.01,74226,74259
0.01,-0.01,74226,74289
0.00,0.00,74226,74332
0.00,0.00,74226,74333
-0.17,0.17,74226,74334
0.19,-0.19,74228,74307
-0.04,0.04,74228,74326
-0.00,0.00,74230,74334
-0.00,0.00,74231,74334
-0.00,0.00,74234,74236
-0.00,0.00,74234,74237
0.00,-0.00,74234,74238
-0.00,-0.00,74234,74239
-0.08,0.08,74234,74266
-0.01,0.01,74234,77185
0.10,-0.10,77192,74234
0.37,-0.37,74234,77221
0.21,-0.21,74234,77232
-3.36,3.35,77272,74234
0.35,-0.36,74240,77253
0.04,-0.04,74245,74324
-0.04,0.04,74245,74335
-0.00,0.00,74248,74324
0.00,0.00,74250,74252
0.00,0.00,74250,74254
0.00,0.00,74250,74255
0.00,-0.00,74250,74256
-0.11,0.11,74250,74272
0.11,-0.11,74250,74326
5.55,-5.58,74295,74257
0.01,-0.01,74257,74334
-0.00,0.00,74259,74334
-0.32,0.30,74261,74307
0.21,-0.21,74261,74334
0.10,-0.10,74261,74335
0.02,-0.02,74268,74271
-0.00,0.00,74268,74280
0.04,-0.04,74268,74308
1.16,-1.16,74296,74270
-0.56,0.56,74270,74296
-0.00,0.00,74271,74280
0.04,-0.04,74271,74284
-0.11,0.11,74271,74303
0.02,-0.02,74271,74308
0.09,-0.09,74271,74318
0.00,0.00,74272,74276
0.00,-0.00,74272,74278
-0.07,0.08,74284,74318
-1.04,1.04,74296,74295
-0.02,0.02,74296,74298
0.00,-0.00,74302,77185
0.10,-0.10,74303,74308
-0.61,0.61,74303,74311
-0.00,0.00,74303,74316
0.22,-0.22,74303,74318
-0.01,0.01,74305,74324
-0.07,0.07,74307,74326
0.25,-0.26,74307,74335
0.00,-0.00,74308,74310
0.00,-0.00,74311,74313
0.00,-0.00,74311,74314
0.63,-0.62,74325,74311
-0.08,0.08,74318,74317
0.10,-0.10,74322,74324
-0.10,0.10,74322,74335
0.35,-0.35,74324,74323
0.17,-0.17,74323,74325
0.17,-0.17,74323,74325
-0.22,0.21,74324,74335
0.00,-0.00,74326,74328
0.00,0.00,74326,74329
0.12,-0.12,74326,74330
0.00,-0.00,77051,77053
-4.63,4.53,77209,77051
-4.45,4.45,77051,77230
-0.29,0.29,77051,77264
-0.31,0.32,77133,77227
-0.46,0.46,77133,77232
0.39,-0.39,77133,77264
0.41,-0.41,77133,77270
-0.00,0.00,77185,77187
-0.00,0.00,77185,77188
-0.00,0.00,77185,77189
0.00,-0.00,77185,77190
-0.00,0.00,77185,77191
0.10,-0.10,77185,77192
0.00,-0.00,77193,77195
0.00,-0.00,77193,77196
-0.29,0.30,77230,77193
-0.30,0.30,77193,77232
0.01,-0.01,77193,77264
0.38,-0.37,77200,77229
-0.01,0.01,77200,77267
-0.05,0.05,77200,77269
-0.21,0.21,77200,77270
-0.10,0.10,77200,77290
-0.01,0.01,77200,77291
0.00,-0.00,77202,77205
-0.27,0.27,77202,77221
0.16,-0.15,77202,77231
-3.12,3.16,77268,77202
-0.09,0.09,77202,77280
-2.88,2.89,77202,77287
-0.07,0.07,77202,77287
-0.00,0.00,77209,77213
0.08,-0.08,77209,77214
2.02,-2.03,77209,77220
0.10,-0.10,77209,77254
-2.07,2.06,77282,77209
0.27,-0.27,77209,77282
0.00,-0.00,77214,77217
-0.00,0.00,77214,77218
0.00,-0.00,77214,77219
0.02,-0.02,77214,77220
0.03,-0.03,77214,77254
-0.00,0.00,77214,77282
2.05,-2.07,77220,77254
0.00,0.00,77221,77223
0.00,0.00,77221,77224
0.00,0.00,77221,77225
-0.29,0.29,77221,77227
0.20,-0.20,77221,77270
0.20,-0.20,77221,77280
-3.63,3.63,77227,77252
3.02,-3.04,77227,77287
0.37,-0.37,77229,77228
0.37,-0.37,77228,77230
-0.10,0.10,77230,77263
3.71,-3.68,77268,77230
0.25,-0.25,77231,77267
-0.14,0.14,77231,77280
-0.06,0.06,77231,77287
0.11,-0.11,77231,77291
0.00,-0.00,77232,77236
0.00,0.00,77232,77237
0.00,-0.00,77232,77238
0.72,-0.72,77252,77232
0.17,-0.17,77232,77270
-0.06,0.06,77243,77244
-0.00,0.00,77243,77245
0.06,-0.06,77243,77254
0.06,-0.06,77244,77245
0.10,-0.10,77244,77254
-0.22,0.22,77244,77267
0.06,-0.06,77245,77254
0.00,-0.00,77248,77282
0.98,-0.99,77253,77252
-3.36,3.37,77252,77272
-0.08,0.08,77253,77272
-0.00,0.00,77254,77258
-0.00,-0.00,77254,77259
-0.00,0.00,77254,77260
-0.00,0.00,77254,77261
2.40,-2.39,77254,77262
2.40,-2.39,77254,77262
-2.24,2.21,77254,77282
-0.14,0.14,77254,77282
-0.10,0.10,77263,77264
-0.57,0.57,77269,77267
0.00,-0.00,77267,77269
-0.39,0.39,77267,77270
-0.12,0.12,77267,77291
-0.01,0.01,77267,77294
0.59,-0.59,77269,77268
-0.01,0.01,77269,77290
-0.05,0.05,77269,77291
-0.01,0.01,77269,77294
0.18,-0.18,77270,77291
0.00,-0.00,77272,77274
-0.00,0.00,77272,77275
0.00,-0.00,77272,77276
-0.03,0.03,77280,77287
0.00,0.00,77282,77286
0.00,-0.00,77287,77289
-0.02,0.02,77290,77291
-0.08,0.08,77290,77294
0.10,-0.10,77291,77294
0.00,-0.00,80006,80045
0.00,-0.00,80006,80053
0.00,-0.00,80006,80068
-0.05,0.05,80087,80006
-0.00,0.00,80006,80100
-0.02,0.02,80049,80045
0.00,-0.00,80045,80049
0.00,-0.00,80045,80053
-0.02,0.02,80045,80087
-0.00,0.00,80045,80100
0.04,-0.04,80049,80048
-0.05,0.05,80048,80086
-0.01,0.01,80049,80057
-0.00,0.00,80049,80071
-0.00,0.00,80049,80100
0.01,-0.01,80053,80057
-0.00,0.00,80053,80100
0.00,-0.00,80057,80071
-0.00,0.00,80068,80070
0.00,-0.00,80068,80071
0.01,-0.01,80076,80080
0.01,-0.01,80080,80087
0.05,-0.05,80087,80086
-0.00,0.00,80086,80091
-0.00,0.00,80086,80092
-0.00,0.00,80086,80093
0.00,-0.00,80086,80094
-0.00,0.00,80086,80095
-0.00,0.00,80086,80096
-0.00,0.00,80086,80098
-0.00,0.00,80086,80099
-0.01,0.01,80087,80100
